name,desc,tags,price,cicle,spec,new_spec,pay_type,desc_process,lof_label,labels
发行相关,可以通过公司名称或ID获取上市公司发行相关信息，发行相关信息包括成立日期、上市日期、发行数量、发行价格等,,0.15,,,,1.0,ID 获取 上市公司 发行 相关 信息 发行 相关 信息 成立 日期 上市 日期 发行 数量 发行 价格,1,0
企业股东,可以通过公司名称或ID获取企业股东信息，股东信息包括股东名、出资比例、出资金额、股东总数等字段的详细信息,,1.5,,,,1.0,ID 获取 股东 信息 股东 信息 股东 名 出资 比例 资金额 股东 总数 段 详细信息,1,3
分红情况,可以通过公司名称或ID获取上市公司分红情况信息，分红情况信息包括董事会日期、股东大会日期、实施日期、分红方案说明、分红率等,,0.15,,,,1.0,ID 获取 上市公司 分红 情况 信息 分红 情况 信息 董事会 日期 股东大会 日期 实施 日期 分红 方案 说明 分红 率,1,3
主要指标-年度,可以通过公司名称或ID获取上市公司年度主要指标数据，年度主要指标数据包括基本每股收益、扣非每股收益、稀释每股收益、每股净资产、每股公积金等,,0.15,,,,1.0,ID 获取 上市公司 年度 主要 指标 数据 年度 主要 指标 数据 基本 每股 收益 扣非 每股 收益 稀释 每股 收益 每股 净资产 每股 公积金,1,3
证券信息,可以通过公司名称或ID获取上市公司证券信息，证券信息包括A股代码、A股简称、律师事务所、会计师事务所、股票类型等,,0.15,,,,1.0,ID 获取 上市公司 证券 信息 证券 信息 A股 代码 A股 简称 律师 事务所 会计师 事务所 股票 类型,1,3
联系信息,可以通过公司名称或ID获取上市公司联系信息，联系信息包括联系电话、电子邮箱、传真、公司网址、办公地址、注册地址等,,0.15,,,,1.0,ID 获取 上市公司 联系 信息 联系 信息 联系电话 电子邮箱 传真 网址 办公 地址 注册 地址,1,3
配股情况,可以通过公司名称或ID获取上市公司配股情况信息，配股情况信息包括方案进度、配股代码、配股简称、实际配股比例、每套配股价格、实际募集资金净额等,,0.15,,,,1.0,ID 获取 上市公司 配股 情况 信息 配股 情况 信息 方案 进度 配股 代码 配股 简称 实际 配股 比例 每套 配股 价格 实际 募集 资金 净额,1,3
重要人员,可以通过公司名称或ID获取上市公司重要人员信息，重要人员信息包括总经理、法人代表、董秘、董事长、证券事务代表、独立董事等,,0.15,,,,1.0,ID 获取 上市公司 重要 人员 信息 重要 人员 信息 总经理 法人代表 董秘 董事长 证券 事务 代表 独立 董事,1,1
违规处理,可以通过公司名称或ID获取上市公司违规处理信息，违规处理信息包括公告日期、处罚对象、处罚类型、处罚金额、处理人等,,0.15,,,,1.0,ID 获取 上市公司 违规 处理 信息 违规 处理 信息 公告 日期 处罚 对象 处罚 类型 处罚 金额 处理 人,1,0
利润表,可以通过公司名称或ID获取上市公司利润表数据，利润表数据包括营业总收入、营业总成本、其他经营收益、营业利润等,,0.15,,,,1.0,ID 获取 上市公司 利润表 数据 利润表 数据 营业 总收入 营业 总成本 经营 收益 营业 利润,1,3
对外担保,可以通过公司名称或ID获取上市公司对外担保信息，对外担保信息包括公告日期、担保方、被担保方、担保方式、担保金额等,,0.15,,,,1.0,ID 获取 上市公司 对外 担保 信息 对外 担保 信息 公告 日期 担保方 担保方 担保 方式 担保 金额,1,0
资产负债表,可以通过公司名称或ID获取上市公司资产负债表数据，资产负债表数据包括流动资产、流动资产合计、非流动资产等,,0.15,,,,1.0,ID 获取 上市公司 资产 负债表 数据 资产 负债表 数据 流动资产 流动资产 合计 非 流动资产,1,3
招股书,可以通过公司名称或ID获取上市公司招股书信息，招股书信息包括招股书标题、股票名称、招股书内容等,,0.15,,,,1.0,ID 获取 上市公司 招股书 信息 招股书 信息 招股书 标题 股票名称 招股书,1,3
相关新闻,可以通过投资机构名称获取相关新闻舆情信息，包括发稿媒体、新闻标题、发布时间、网址链接等字段的详细信息,,0.15,,,,1.0,投资 机构名称 获取 相关 新闻 舆情 信息 发稿 媒体 新闻标题 发布 时间 网址 链接 段 详细信息,1,3
现金流量表,可以通过公司名称或ID获取上市公司现金流量表数据，现金流量表数据包括经营活动产生的现金流量、经营活动现金流小计、经营活动现金流出小计、经营活动产生的现金流量净额、投资活动产生的现金流量等,,0.15,,,,1.0,ID 获取 上市公司 现金流量 表 数据 现金流量 表 数据 经营 活动 产生 现金流量 经营 活动 现金流 小计 经营 活动 现金 流出 小计 经营 活动 产生 现金流量 净额 投资 活动 产生 现金流量,1,3
未公开投资,可以通过投资机构名称获取未公开投资企业，包括企业名称、法人、注册资本、成立日期、投资方等字段的详细信息,,0.15,,,,1.0,投资 机构名称 获取 未公开 投资 法人 注册资本 成立 日期 投资方 段 详细信息,1,1
机构成员,可以通过投资机构名称获取机构成员信息，机构成员信息包括成员姓名、职位、简介等字段的详细信息,,0.15,,,,1.0,投资 机构名称 获取 机构 成员 信息 机构 成员 信息 成员 姓名 职位 简介 段 详细信息,1,0
基金管理人,可以通过投资机构名称获取投资机构基金管理人信息，包括基金管理公司名称或ID、法人、注册资本、成立日期等字段的详细信息。,,0.15,,,,1.0,投资 机构名称 获取 投资 机构 基金 管理 人 信息 基金 管理 ID 法人 注册资本 成立 日期 段 详细信息,1,0
统计分析,可以通过投资机构名称获取投资机构投资统计分析，包括月份、数量、投资规模、投资行业等,,0.15,,,,1.0,投资 机构名称 获取 投资 机构 投资 统计分析 月份 数量 投资规模 投资 行业,1,3
会员信息,可以通过公司名称或ID获取相关私募基金会员信息，包括是否为中国证券投资基金业协会会员、当前会员类型、入会时间等字段的相关信息。,,0.1,,,,1.0,ID 获取 相关 私募 基金 会员 信息 是否 中国 证券 投资 基金业 协会会员 当前 会员 类型 入会 时间 段 相关 信息,1,3
司法解析,可以通过公司名称或ID获取司法解析信息，司法解析信息包括案件名称、案件类型、案件身份、案由、相关案号、最新审理程序、最新审理日期等字段的详细信息,,0.5,,,,1.0,ID 获取 司法 解析 信息 司法 解析 信息 案件 案件 类型 案件 身份 案由 相关 案号 最新 审理 程序 最新 审理 日期 段 详细信息,1,3
高管信息,可以通过公司名称或ID获取相关私募基金高管信息，包括法定代表人/执行事物合伙人姓名、是否有从业资格、资格取得方式等字段的相关信息。,,0.2,,,,1.0,ID 获取 相关 私募 基金 高管 信息 法定代表 人 执行 事物 合伙人 姓名 是否 从业 资格 资格 取得 方式 段 相关 信息,1,3
终本案件,可以通过公司名称或ID获取终本案件信息，终本案件信息包括执行法院、案件内容、被执行人名称等字段的详细信息,,0.3,,,,1.0,ID 获取 终本 案件 信息 终本 案件 信息 执行 法院 案件 被执行人 段 详细信息,1,3
高管情况,可以通过公司名称或ID获取相关私募基金高管情况，包括高管姓名、是否有从业资格等字段的相关信息。,,0.2,,,,1.0,ID 获取 相关 私募 基金 高管 情况 高管 姓名 是否 从业 资格 段 相关 信息,1,0
建筑资质-不良行为,可以通过公司名称或ID获取有建筑资质企业的不良行为信息，包括诚信记录编号、查看事由、实施部门（文号）、发布有效期、决定内容等字段的相关信息。,,0.15,,,,1.0,ID 获取 建筑 资质 不良行为 信息 诚信 记录 编号 查看 事由 实施 部门 文号 发布 有效期 决定 段 相关 信息,1,3
建筑资质-资质资格详情,可以通过建筑资质资格ID获取建筑资质资格详情，包括发证日期、证书有效期、资质类别、资质证书号 、资质名称、发证机关、证书信息等字段信息。,,0.1,,,,1.0,建筑 资质 资格 ID 获取 建筑 资质 资格 详情 发证 日期 证书 有效期 资质 类别 资质证书 号 资质 发证 机关 证书 信息 段 信息,1,3
历史失信人,可以通过公司名称或ID获取企业历史的失信情况，历史失信信息包括失信人名称、组织机构代码、履行情况、失信行为具体情形等字段信息,,0.1,,,,1.0,ID 获取 历史 失信 情况 历史 失信 信息 失信 人 组织 机构 代码 履行 情况 失信 行为 具体 情形 段 信息,1,0
企业基本信息（含企业联系方式）,可以通过公司名称或ID或ID称获取企业基本信息和企业联系方式，包括公司名称或ID、类型、成立日期、电话、邮箱、网址等字段的详细信息,,0.2,,,,1.0,ID ID 称 获取 基本 信息 联系方式 ID 类型 成立 日期 电话 邮箱 网址 段 详细信息,1,3
建筑资质-工程项目,可以通过公司名称或ID获取建筑资质工程项目信息，包括项目编号、项目名称、项目属地、项目类别 、建设单位等字段的相关信息。,,0.15,,,,1.0,ID 获取 建筑 资质 工程项目 信息 项目编号 项目名称 项目 属地 项目 类别 建设 单位 段 相关 信息,1,3
企业类型,可以通过公司名称或ID获取企业类型信息,,0.1,,,,1.0,ID 获取 类型信息,1,0
建筑资质-注册人员,可以通过公司名称或ID获取建筑资质注册人员信息，包括姓名、注册类别、注册号（执业印章号）、注册专业、证书编号等字段的相关信息。,,0.15,,,,1.0,ID 获取 建筑 资质 注册 人员 信息 姓名 注册 类别 注册号 执业 印章 号 注册 专业 证书编号 段 相关 信息,1,0
工商快照,可以通过公司名称或ID获取工商快照信息，工商快照信息包括工商官网信息快照、营业执照信息、股东及出资信息等,,0.5,,,,1.0,ID 获取 工商 快照 信息 工商 快照 信息 工商 官网 信息 快照 营业执照 信息 股东 出资 信息,1,3
历史主要人员,可以通过公司名称或ID获取历史主要人员信息，历史主要人员信息包括法人名、变更时间、主要人员名、变更时间、股东名、退股时间等字段的信息,,0.1,,,,1.0,ID 获取 历史 主要 人员 信息 历史 主要 人员 信息 法人 名 变更 时间 主要 人员 名 变更 时间 股东 名 退股 时间 段 信息,1,0
主要人员,可以通过公司名称或ID获取企业主要人员信息，主要人员信息包括董事、监事、高级管理人员姓名、职位、主要人员总数等字段的详细信息,,0.15,,,,1.0,ID 获取 主要 人员 信息 主要 人员 信息 董事 监事 高级 管理人员 姓名 职位 主要 人员 总数 段 详细信息,1,3
被执行人,可以通过公司名称或ID获取被执行人信息，被执行人信息包括执行法院、案件内容、执行标的、被执行人名称、组织机构代码等字段的详细信息,,0.15,,,,1.0,ID 获取 被执行人 信息 被执行人 信息 执行 法院 案件 执行 标的 被执行人 组织 机构 代码 段 详细信息,1,0
破产重整,可以通过公司名称或ID获取破产重整信息，破产重整信息包括破产案件公开时间、申请人、被申请人、申请对象等字段的详细信息,,0.15,,,,1.0,ID 获取 破产 重整 信息 破产 重整 信息 破产 案件 公开 时间 申请人 被申请人 申请 对象 段 详细信息,1,3
历史股东信息,可以通过公司名称或ID获取企业历史的股东信息，历史股东信息包括股东名、出资比例、认缴金额、股东总数等字段信息,,0.1,,,,1.0,ID 获取 历史 股东 信息 历史 股东 信息 股东 名 出资 比例 认缴 金额 股东 总数 段 信息,1,3
历史司法协助详情,根据司法协助ID获取历史的司法协助详情，判断司法协助类型，历史司法协助详情包括股权变更、股权冻结、结解除冻结、司法协助续行、股权数额、司法冻结失效及对应的详细信息,,0.1,,,,1.0,司法 协助 ID 获取 历史 司法 协助 详情 判断 司法 协助 类型 历史 司法 协助 详情 股权 变更 股权 冻结 结 解除 冻结 司法 协助 续行 股权 数额 司法 冻结 失效 对应 详细信息,1,1
公司公示-股权变更,可以通过公司名称或ID获取企业股权变更信息，股权变更包括变更前后的股东名、变更时间等字段的详细信息,,0.15,,,,1.0,ID 获取 股权 变更 信息 股权 变更 变更 股东 名 变更 时间 段 详细信息,1,0
司法协助（人员）,可以通过公司名称或ID和人名获取司法协助信息，司法协助信息包括执行法院、股权数额、被执行人名称、股权被执行的企业、状态等字段的详细信息,,0.15,,,,1.0,ID 人名 获取 司法 协助 信息 司法 协助 信息 执行 法院 股权 数额 被执行人 股权 执行 状态 段 详细信息,1,3
对外投资,可以通过公司名称或ID获取企业对外投资信息，对外投资信息包括被投资企业、企业法人、投资占比、对外投资总数等字段的详细信息,,0.15,,,,1.0,ID 获取 对外 投资 信息 对外 投资 信息 投资 企业法人 投资 占 对外 投资 总数 段 详细信息,1,3
历史对外投资,历史对外投资,,0.1,,,,1.0,历史 对外 投资,1,1
总公司,可以通过公司名称或ID获取企业总公司信息，总公司信息包括总公司名称或ID、企业法人、经营状态、注册资本等字段的详细信息,,0.15,,,,1.0,ID 获取 总公司 信息 总公司 信息 总公司 ID 企业法人 经营 状态 注册资本 段 详细信息,1,0
送达公告,可以通过公司名称或ID获取送达公告信息，送达公告信息包括公告名称、法院名称、公告内容、发布日期等字段的详细信息,,0.2,,,,1.0,ID 获取 送达 公告 信息 送达 公告 信息 公告 法院 公告 发布 日期 段 详细信息,1,0
立案信息,可以通过公司名称或ID获取立案信息，立案信息包括案件编号、案由、立案时间、案件原被告双方信息等字段的详细信息,,0.2,,,,1.0,ID 获取 立案 信息 立案 信息 案件 编号 案由 立案 时间 案件 原被告 双方 信息 段 详细信息,1,3
历史法院公告,可以通过公司名称或ID获取企业历史的法院公告，历史法院公告信息包括执行法院、案件内容、公告类型、刊登日期、公司名、当事人等字段信息,,0.1,,,,1.0,ID 获取 历史 法院 公告 历史 法院 公告 信息 执行 法院 案件 公告 类型 刊登 日期 名 当事人 段 信息,1,3
金格iSignature电子签章系统系列产品,"金格iSignature®电子签章系统服务端管理软件 ： 具有签章服务器管理方式，统一发放签章密钥盘、制章管理，签章软件可实现签章同时，自动进行数字签名，并能对证书有效性验证，查看证书，整合CA体系应用。签章服务器保留签章的盖章、操作、制章日志，网络化检测签章合法性，在线签章，注销签章，签章日志统一审核，实现签章系统统一管理，支持CA数字证书、区块链、时间戳。
金格iSignature®电子签章系统客户端，涵盖在Windows平台、国产化平台、移动设备、iOS设备上实现对文档的签章应用操作，可支持PDF、OFD、WORD、EXCEL、WPS、ET、HTML（WEB页面）、CAD图纸、表单、移动终端上实现电子签章；并可将签章和文件绑定在一起，通过密码验证、签名验证、数字证书确保文档防伪造、防篡改、防抵赖，满足用户全方位、立体化的应用场景。产品完全符合国家电子签名法的要求，性能安全可靠。",,-0.01,,,,1.0,金格 iSignature 电子 签章 系统 服务端 管理软件 具有 签章 服务器 管理 方式 统一 发放 签章 密钥 盘制章 管理 签章 软件 实现 签章 自动 进行 数字签名 证书 有效性 验证 查看 证书 整合 CA 体系 应用 签章 服务器 保留 签章 盖章 操作 制章 日志 网络化 检测 签章 合法性 在线 签章 注销 签章 签章 日志 统一 审核 实现 签章 系统 统一 管理 支持 CA 数字证书 区块 链 时间 戳 金格 iSignature 电子 签章 系统 客户端 涵盖 Windows 平台 国产化 平台 移动 设备 iOS 设备 上 实现 文档 签章 应用 操作 支持 PDFOFDWORDEXCELWPSETHTMLWEB 页面 CAD 图纸 表单 移动 终端 上 实现 电子 签章 签章 文件 绑定 一起 密码 验证 签名 验证 数字证书 确保 文档 防 伪造 防 篡改 防 抵赖 满足用户 全方位 立体化 应用 场景 产品 完全符合 国家 电子签名 法 要求 性能 安全可靠,1,3
征信_电子证照照面信息单条查询接口,提供电子证照照面信息单条信息,,-0.01,,,,-1.0,电子 证照 照面 信息 单条 信息,1,3
征信_营业执照照面信息接口,提供营业执照照面信息,,-0.01,,,,-1.0,营业执照 照面 信息,1,3
征信_企业投资人接口,提供企业投资人信息,,-0.01,,,,-1.0,投资人 信息,1,0
征信_单位公积金账户明细接口,提供单位公积金账户明细信息,,-0.01,,,,-1.0,单位 公积金 账户 明细 信息,1,3
征信_行政许可接口,提供行政许可信息,,-0.01,,,,-1.0,行政许可 信息,1,0
征信_行政处罚接口,提供行政处罚信息,,-0.01,,,,-1.0,行政处罚 信息,1,0
征信_企业失信记录接口,提供企业失信记录信息,,-0.01,,,,-1.0,失信 记录 信息,1,0
征信_企业异常经营名录接口,提供企业异常经营名录信息,,-0.01,,,,-1.0,异常 经营 名录 信息,1,0
征信_单位公积金账户接口,提供单位公积金账户信息,,-0.01,,,,-1.0,单位 公积金 账户 信息,1,3
征信_市场主体信息接口,提供市场主体信息,,-0.01,,,,-1.0,市场主体 信息,1,0
征信_股权出质登记接口,提供企业股权出质登记信息,,-0.01,,,,-1.0,股权 出质 登记 信息,1,3
征信_企业变更信息接口,提供海南省企业变更信息,,-0.01,,,,-1.0,海南省 变更 信息,1,0
企业联系方式,可以通过公司名称或ID获取企业联系方式信息，企业联系方式信息包括邮箱、网址、电话等字段的详细信息,,0.1,,,,1.0,ID 获取 联系方式 信息 联系方式 信息 邮箱 网址 电话 段 详细信息,1,0
法律诉讼详情,根据法律诉讼ID获取法律诉讼详情，法律诉讼详情包括标题、关联公司、关联律所、审理法院、文书类型、案号、文书内容、本案裁判结果等字段的详细信息,,0.1,,,,1.0,法律 诉讼 ID 获取 法律 诉讼 详情 法律 诉讼 详情 标题 关联 关联 律所 审理 法院 文书 类型 案号 文书 本案 裁判 段 详细信息,1,1
历史工商信息,历史工商信息,,0.1,,,,1.0,历史 工商 信息,1,0
企业年报,可以通过公司名称或ID获取企业年报，企业年报包括企业基本信息、股东及出资信息、企业资产状况信息、对外投资信息等字段的详细信息,,0.15,,,,1.0,ID 获取 年报 年报 基本 信息 股东 出资 信息 资产 状况 信息 对外 投资 信息 段 详细信息,1,3
开庭公告,可以通过公司名称或ID获取企业开庭公告，开庭公告信息包括被告/被上诉人、法院、原告/上诉人、开庭日期、案由、内部ID、案号等字段的详细信息,,0.15,,,,1.0,ID 获取 开庭 公告 开庭 公告 信息 被告 被上诉人 法院 原告 上诉人 开庭 日期 案由 内部 ID 案号 段 详细信息,1,1
企业招聘,可以通过公司名称或ID获取企业招聘相关信息，企业招聘相关信息包括发布日期、招聘职位、薪资、学历、地区、工作经验等字段的详细信息,,0.2,,,,1.0,ID 获取 招聘 相关 信息 招聘 相关 信息 发布 日期 招聘 职位 薪资 学历 地区 工作 经验 段 详细信息,1,0
双随机抽查,可以通过公司名称或ID获取企业双随机抽查信息，企业双随机抽查信息包括抽查类型、抽查机关等字段的详细信息,,0.2,,,,1.0,ID 获取 双 随机 抽查 信息 双 随机 抽查 信息 抽查 类型 抽查 机关 段 详细信息,1,0
税务评级,可以通过公司名称或ID获取企业税务评级信息，企业税务评级信息包括评价年度、纳税人信用级别、类型、纳税人识别号、评价单位等字段的详细信息,,0.2,,,,1.0,ID 获取 税务 评级 信息 税务 评级 信息 评价 年度 纳税人 信用 级别 类型 纳税人 识别 号 评价 单位 段 详细信息,1,0
APP和小程序隐私政策合规专项法律服务,近年来监管机构对App等应用在个人信息保护方面监管趋于严格，执法力度不断加大。本产品旨在帮助企业做好APP/小程序的个人信息保护合规工作，确保企业经营合法合规的顺利开展。,,-0.01,,,,1.0,近年来 监管 机构 App 应用 个人信息 保护 监管 趋于 严格执法 力度 不断 加大 产品 旨在 帮助 做好 APP 小程序 个人信息 保护 合规 工作 确保 经营 合法 合规 顺利开展,1,3
铅酸蓄电池, P系列、L系列高倍率阀控式铅酸蓄电池，适用于UPS（高功率）、EPS、银行&商业系统、医疗系统设备、自动化控制系统、数据中心 ,,-0.01,,,,1.0,P 系列 L 系列 高倍率 阀 控式 铅 酸蓄电池 适用 UPS 高功率 EPS 银行 商业系统 医疗系统 设备 自动化 控制系统 数据中心,1,1
精密空调 PEX3系列-DME系列," PEX3系列机房精密空调性能优越，多种送风方式，满足不同气流组织需求，自带RS485监控功能，能采用多种监控方式，提供超远安装距离和超高落差方案，超高效EC风机，可根据现场负荷自动调整风量，可采用集中式冷凝器，节省室外占地面积 
Vertiv™ Liebert® DataMate3000-2系列机房专用空调具有大风量、小焓差设计，适合机房主设备散热特点，可为中小型计算机机房、电源室、精密控制室等场所提供连续、稳定的温湿度环境。机组具有高效节能、稳定、长寿命等运行特点，可满足IT、电力、通信、交通、金融等不同行业的精密环境调节需求。 ",,-0.01,,,,1.0,PEX 系列 机房 精密 空调 性能优越 送风 方式 满足 气流组织 需求 自带 RS 监控 采用 监控 方式 超远 安装 距离 超高 落差 方案 超 高效 EC 风机 现场 负荷 自动 调整 风量 采用 集中式 冷凝器 节省 室外 占地面积 VertivLiebertDataMate 系列 机房 专用 空调 具有 大风 量 小 焓 差 设计 适合 机房 主 设备 散热 特点 中小型 计算机机房 电源 室 精密 控制室 场所 连续 稳定 温湿度 环境 机组 具有 高效 节能 稳定 长寿命 运行 特点 满足 IT 电力通信 交通 金融 行业 精密 环境 调节 需求,1,1
UPS（不间断电源）,"  EXS系列UPS具有可靠性、灵活性、维护简易、高效节能的特点，采用独立风道设计，输出功率因数为1，适用多台并机，高达96.5%的双变换效率，ECO技术辅助多维度节能减排，降低运营成本  ；

ITA2系列UPS是维谛技术有限公司可靠、极致、创新、灵活的新一代中小功率UPS，采用最新一代控制芯片，可以为系统提供更优的控制频率和性能，可以极大地提高负载和输入源的适应性，应用大量创新的设计，可以灵活地应用在各类场合 ",,-0.01,,,,1.0,EXS 系列 UPS 具有 可靠性 灵活性 维护 简易 高效 节能 特点 采用 独立 风道 设计 输出 功率因数  适用 多台 机高达  双 变换 效率 ECO 技术 辅助 多维度 节能 减排 降低 运营 成本 ITA 系列 UPS 维谛 技术 有限公司 可靠 极致 创新 灵活 新一代 中小 功率 UPS 采用 最新 一代 控制 芯片 系统 更优 控制 频率 性能 极大地提高 负载 输入 源 适应性 应用 大量 创新 设计 灵活 应用 各类 场合,1,1
安检机,通道式过包行李安检机,,-0.01,,,,1.0,通道 式 包 行李 安检 机,1,1
智能行李雾化消毒机,本产品用于对公共区域出入的包裹、行李等物品进行消毒,,-0.01,,,,1.0,产品 用于 公共 区域 出入 包裹 行李 物品 进行 消毒,1,3
热成像测温安检门,热成像测温门，可通过热成像非接触式测温，并实现通过人员和温度的快速筛查，建立首道防线,,-0.01,,,,1.0,热 成像 测温 门 热 成像 非 接触式 测温 实现 人员 温度 快速 筛查 建立 首道 防线,1,1
团体码,“团体码”功能，实现学校、企事业单位团体快速核验学生的健康码。以学校为例学校管理后台创建以班级为单位的团体码，家长或学生可扫描团体码通过海易办授权后加入班级团体，之后团体码管理员即可查询学生的健康信息。,,-0.01,,,,-1.0,团体 实现 学校 企事业 单位 团体 快速 核验 学生 健康 码以 学校 为例 学校 管理 后台 创建 班级 单位 团体 家长 学生 扫描 团体 海易办 授权 后 加入 班级 团体 之后 团体 管理员 即可 查询 学生 健康 信息,1,3
Kingbase FlySync 金仓异构数据同步软件,Kingbase FlySync是面向同城/异地灾备、数据库平滑升级替换、数据集中共享与分发、应用上云迁移、数据库负载均衡等场景的数据同步产品。该产品基于增量日志解析技术，性能高、时延低、资源占用极少，能够实现异构数据源之间大规模增量数据的任意方向流转和实时同步，帮助用户打破数据孤岛，轻松共享分发数据。Kingbase FlySync支持丰富的软硬件平台和数据源，同步拓扑可以一对一、一对多、多对一、级联等方式任意组合延伸，并可在数据同步过程中保证端到端的事务级数据完整性和高可用性,,-0.01,,,,1.0,KingbaseFlySync 面向 城 异地 灾备 数据库 平滑 升级 替换 数据 集中 共享 分发 应用 迁移 数据库 负载 均衡 场景 数据 同步 产品 产品 基于 增量 日志 解析 技术 性能 高 时延 低 资源 占用 极少 能够 实现 异构 数据源 之间 大规模 增量 数据 任意 方向 流转 实时 同步 帮助 用户 打破 数据 孤岛 轻松 共享 分发 数据 KingbaseFlySync 支持 丰富 软硬件 平台 数据源 同步 拓扑 一对一 一对 多多 一级 联等 方式 任意 组合 延伸 数据 同步 过程 中 保证 端到 端的 事务 数据完整性 高可用性,1,3
KingbaseES,KingbaseES是一款面向大规模并发交易处理的企业级关系型数据库。 该产品支持严格的ACID特性、结合多核架构的极致性能、行业最高的安全标准，以及完备的高可用方案，并提供可覆盖迁移、开发及运维管理全使用周期的智能便捷工具。产品融合了人大金仓在数据库领域几十年的产品研发和企业级应用经验，可满足各行业用户多种场景的数据处理需求,,-0.01,,,,1.0,KingbaseES 一款 面向 大规模 并发 交易 处理 企业级 关系 型 数据库 产品 支持 严格 ACID 特性 结合 多核 架构 极致 性能 行业 最高 安全 标准 完备 高 可用 方案 覆盖 迁移 开发 及运维 管理 全 周期 智能 便捷 工具 产品 融合 人大 金仓 数据库 领域 几十年 产品 研发 企业级 应用 经验 满足 行业 用户 场景 数据处理 需求,1,0
金仓分析型数据库系统（KADB）,金仓分析型数据库系统KingbaseAnalyticsDB（以下简称为 KADB）是北京人大金仓信息技术股份有限公司推出的MPP数据库产品。产品应大数据时代海量数据分析处理的需求，采用shared-nothing分布式架构，具有高性能，高扩展性能力，承载了人大金仓在大规模并行计算和数据库管理领域最新的研发成果，它定位于数据分析类应用市场，可以处理TB-PB级别的数据，并能集成多种异构数据源进行数据挖掘和分析。在处理复杂查询，如：多表连接、聚合等，也体现出了很好的性能。适用于数据仓库、决策支持、高级分析等分析类应用场景,,-0.01,,,,1.0,金仓 分析 型 数据库系统 KingbaseAnalyticsDB 以下 简称 KADB 人大 金仓 信息技术 股份 有限公司 推出 MPP 数据库 产品 产品 应 大数据 时代 海量 数据分析 处理 需求 采用 sharednothing 分布式 架构 具有 高性能 高 扩展性 能力 承载 人大 金仓 大规模 并行计算 数据库 管理 领域 最新 研发 成果 它定 位于 数据分析 类 应用 市场 处理 TBPB 级别 数据 集成 异构 数据源 进行 数据挖掘 分析 处理 复杂 查询 如多表 连接 聚合 体现 很 好 性能 适用 数据仓库 决策 支持 高级 分析 分析 类 应用 场景,1,3
国土空间基础信息平台,国土空间基础信息平台通过建立统一的信息资源目录，实现以数据为核心的管理、维护与服务支撑，提供与横向、纵向业务应用系统对接能力，满足国土空间数据资源的统一管理应用，保障数据汇交、更新和与其他系统整合对接，为国土空间规划乃至整个自然资源业务提供基础底板，为各类与国土空间相关的规划、管理、决策、服务提供数据支撑和技术保障，有效提升国土空间治理能力的现代化水平。,,-0.01,,,,1.0,国土 空间 基础 信息 平台 建立 统一 信息 资源 目录 实现 数据 核心 管理 维护 服务 支撑 横向 纵向 业务 应用 系统 对接 能力 满足 国土 空间数据 资源 统一 管理 应用 保障 数据 汇交 更新 系统 整合 对接 国土 空间规划 整个 自然资源 业务 基础 底板 各类 国土 空间 相关 规划 管理决策 服务 提供数据 支撑 技术 保障 有效 提升 国土 空间 治理 能力 现代化 水平,1,0
国土调查应用分析平台,国土调查应用分析平台可实现三调成果、二调及变更调查成果、规划数据、土地管理信息及其他国土相关数据的集成管理、二三维一体化浏览、快速分析和灵活调用，面向三调数据应用服务的业务场景构建相关应用服务，通过“1+N”数据架构、空间大数据计算及可视化等技术手段，解决海量调查成果“看、查、统、用”的效率问题，为政府部门开展自然资源相关业务分析决策提供技术支撑，推进国土调查成果的广泛应用。,,-0.01,,,,1.0,国土 调查 应用 分析 平台 实现 三调 成果 二调 变更 调查 成果 规划 数据 土地 管理 信息 国土 相关 数据 集成 管理 二 三维 一体化 浏览 快速 分析 灵活 调用 面向 三调 数据 应用服务 业务 场景 构建 相关 应用服务 N 数据 架构 空间 大数据 计算 可视化 技术手段 解决 海量 调查 成果 看查 统用 效率 问题 政府部门 开展 自然资源 相关 业务 分析 决策 技术 支撑 推进 国土 调查 成果 广泛应用,1,0
自然资源综合调查数据应用分析平台,自然资源综合调查数据应用分析平台是基于大数据库分析挖掘、可视化技术的空间大数据计算平台，充分梳理完善自然资源调查数据应用服务的业务场景，搭载三维引擎实现各类自然资源调查成果的二三维一体化展示应用，依托工作流引擎，智能装配、聚合统一数据服务、空间计算服务、统计分析服务、可视化表达服务等，实现自然资源综合调查业务数据的综合展示、关联查询、应用分析、智能决策等。,,-0.01,,,,1.0,自然资源 综合 调查 数据 应用 分析 平台 基于 大 数据库 分析 挖掘 可视化 技术 空间 大数据 计算 平台 充分 梳理 完善 自然资源 调查 数据 应用服务 业务 场景 搭载 三维 引擎 实现 各类 自然资源 调查 成果 二 三维 一体化 展示 应用 依托 工作 流 引擎 智能 装配 聚合 统一 数据服务 空间 计算 服务 统计分析 服务 可视化 表达 服务 实现 自然资源 综合 调查 业务 数据 综合 展示 关联 查询 应用 分析 智能 决策,1,0
国土变更调查内外业一体化建库系统,国土变更调查内外业一体化建库系统服务于各县区的国土调查内业数据处理与整合建库工作，支持年度变更，支持流程化智能化建库，无缝衔接外业软件。,,-0.01,,,,1.0,国土 变更 调查 内外 业 一体化 建库 系统 服务 各县区 国土 调查 内业 数据处理 整合 建库 工作 支持 年度 变更 支持 流程化 智能化 建库 无缝 衔接 外业 软件,1,3
