name,desc,tags,price,cicle,spec,new_spec,pay_type
医疗问诊APP-医院挂号-看病就医,医疗问诊，看病就医，疾病诊断，健康管理。,问诊，就医，健康,60000,1次,定制版,定制版,1
河池公司注册工商营业执照个体户代办企业注册公司多商户入驻分销商城网站建设河池ISO27001验厂资质,本款河池公司注册工商营业执照个体户代办企业注册公司多商户入驻分销商城网站建设河池ISO27001验厂资质咨询服务商品，支持上门取资料，就近工商办理，部分地区业务不支持办理，详情请咨询客服，谢谢！,公司注册，营业执照，河池网站建设，河池公司注册，河池营业执照,0.12,1次,含我们提供其他省市地址注册含小规模做账申报一年（不开户票赠商标或网站）,含我们提供其他省市地址注册含小规模做账申报一年（不开户票赠商标或网站）,1
驾驶证识别-驾照识别-驾驶证OCR文字识别-驾驶证图片识别-悦保科技,【驾驶证专用识别模型】对机动车行驶证主页所有字段进行结构化识别，包括号牌号码、车辆类型、发动机号码等，并结构化输出可编辑文本，支持PNG、JPG、BMP等多种图片格式；识别准确率超过99%，针对反光、底纹、印章覆盖、角度旋转、文字扭曲有良好的适应性，提供高并发、低延时响应。,,0.08,1年,"80.00元/1,000次",0.08,0
票据识别-增值税发票-电子发票-日常报销票据-票据OCR文字识别-票据图像识别-悦保科技,【票据识别专用识别模型】支持对增值税普票、专票、电子发票、卷票的所有关键字段进行结构化识别，包括发票基本信息、商品信息、价税信息等，其中四要素识别准确率超过99.9%，结构化输出可编辑文本，针对反光、底纹、印章覆盖、角度旋转、文字扭曲有良好的适应性，提供高并发、低延时响应。,,0.08,1年,"80.00元/1,000次",0.08,0
中山公司注册工商营业执照代办个体户高新企业注册公司多商户入驻分销商城网站建设中山ICS上门验厂资质,"本款中山公司注册工商营业执照代办个体户高新企业注册公司多商户入驻分销商城网站建设中山ICS上门验厂资质咨询服务商品，支持上门取资料，就近工商办理，如有疑问，请咨询客服，谢谢！
",公司注册，营业执照，境外公司注册，网站建设，注册公司,0.12,1次,含我们提供其他市区地址注册含小规模做账申报一年（不开户票赠商标或网站）,含我们提供其他市区地址注册含小规模做账申报一年（不开户票赠商标或网站）,1
石家庄公司注册工商营业执照代办个体户注册公司石家庄多商户入驻分销商城网站建设小程序SLCP验厂资质,本款石家庄公司注册工商营业执照代办个体户注册公司石家庄多商户入驻分销商城网站建设小程序SLCP验厂资质咨询服务商品，支持上门取资料，就近工商办理，部分地区业务不支持办理，详情请咨询客服，谢谢！,公司注册，营业执照，境外公司注册，网站建设，注册公司,0.12,1次,企业邮箱（买2年赠2年/买N年赠N年/买1年无赠/不限容量不含域名）,企业邮箱（买2年赠2年/买N年赠N年/买1年无赠/不限容量不含域名）,1
秦皇岛公司注册工商营业执照代办个体户注册公司秦皇岛多商户入驻分销商城网站建设小程序GRS验厂资质咨询,本款秦皇岛公司注册工商营业执照代办个体户注册公司秦皇岛多商户入驻分销商城网站建设小程序GRS验厂资质咨询的服务商品，支持上门取资料，就近工商办理，部分地区业务不支持办理，详情请咨询客服，谢谢！,公司注册，网站建设，秦皇岛公司注册，秦皇岛注册公司，注册秦皇岛公司,0.12,1次,企业邮箱（买2年赠2年/买N年赠N年/买1年无赠/不限容量不含域名）,企业邮箱（买2年赠2年/买N年赠N年/买1年无赠/不限容量不含域名）,1
全国办理互联网药品信息服务资格证书/医疗器械交易第三方平台备案,"互联网药品信息展示，互联网医疗器械信息展示，非处方药销售，医疗器械经营销售平台/自营
经营性或非经营性互联网药品信息服务",产品认证，资质许可，资质认证,5000,1次,次,次,1
智能净水器软硬件研发嵌入式开发解决方案电路板设计PCB开发APP开发源码,"净水器既可以通过手机实现远程操作控制，同时也支持语音控制。可以随时随地通过手机控制终端对净水器进行远程开关、定时控制等操作。或者查看每月用水统计和滤芯使用情况。
",,200,1次,智能净水器软硬件,智能净水器软硬件,1
智能门锁软硬件开发嵌入式开发APP开发软件定制源码智能硬件,"智能门锁既可以通过手机实现远程操作控制，同时也支持语音控制。可以随时随地通过手机控制终端对门锁进行远程开关等操作，并且可以设置设备联动，-旦监测到门被开启，立即开启摄像监控。
",,770,1次,智能门锁软硬件,智能门锁软硬件,1
送水叫水水站桶装水系统开发,"送水叫水水站桶装水系统开发
",,15000,1次,公众号,公众号,1
白小极蛋糕烘焙食品餐饮预约商城,白小极蛋糕烘焙食品餐饮预约商城,电商，餐饮，预约，食品，蛋糕,285.5714286,7年,标准分销版,标准分销版,2
V7付费群人脉空间流量主小程序开发,"V7付费群人脉空间流量主小程序开发
",,15000,1次,小程序,小程序,1
TencentOS Server 3.2 (TK4),"tlinux3.2x86_64镜像支持qgpu
时间：2021/08/23",红旗Linux，CentOS,0,-1,-1,-1,
车型零件搜索,通过车型ID/VIN，用零件名称或者零件号模糊查询一个车型的零件信息。,VIN，汽车配件，EPC，车型，汽车后市场,0.0312,1年,"624.00元/20,000次",0.0312,0
伙伴云人事管理系统,本模板适用于多行业的人事信息管理，针对人事调整过程信息不可视，繁杂的人工操作等痛点，提供员工在本公司的全生命周期管理，确保过程信息完整记录，减少人工操作的同时，为HR提供更加全面的数据分析来支持决策。,人事管理,0,1年,创业版,创业版,2
建材装修铝材门窗小程序-菜虫网络,门窗专业小程序,企业官网，形象展示，小程序官网，铝材，门窗,36500,3天,一年正式版,一年正式版,2
【围观】智慧营销降本增效解决方案,本产品旨在为市场营销各参与方的精细化营销提供助力，在营销触点向案场引流的过程中，实现数据转化客单成本下降和有效客户数据转化增加，即降本增效。,小程序官网，智慧营销，降本增效，广告投放，数据收集,5000,1年,用户权限采购1次,用户权限采购1次,2
SD微管家餐饮扫码点餐外卖堂食小程序,餐饮小程序，支持扫码点餐、外卖配送（支持多个配送平台），堂食点餐,外卖，餐饮，预约，扫码点餐，打印小票,3000,1年,2年,2年,2
物业缴费系统开发，停车缴费系统定制，在线水电缴费平台搭建，小区物业管理网站制作,物业缴费系统开发，停车缴费系统定制，在线水电缴费平台搭建，小区物业管理网站制作，智能、方便、易用的一体化缴费体系，让物业缴费更轻松,其他网站定制,16800,1年,标准版,标准版,2
数据库优化 数据库表结构恢复,北京君云为您提供提供数据库代维、数据库调优、数据库优化等服务、数据文件损坏、修复数据库、数据库无法连接等服务，支持：MySQL、MariaDB、Percona、ALiSQL、Oracle，MongoDB，Redis等数据库优化服务。,数据库优化，性能调优，数据库迁移，数据服务备份与恢复，数据库设置,4000,1次,数据库优化,数据库优化,1
汕头公司注册工商营业执照代办个体户高新企业注册公司多商户入驻分销商城网站建设汕头CDN一类增值经营,本款汕头公司注册代办工商营业执照个体户高新企业注册公司多商户入驻分销商城网站建设汕头CDN一类增值经营咨询服务商品，支持上门取资料，就近工商办理，如有疑问，请咨询客服，谢谢！,公司注册，营业执照，境外公司注册，网站建设，注册公司,0.12,1次,含我们提供其他市区地址注册含小规模做账申报一年（不开户票赠商标或网站）,含我们提供其他市区地址注册含小规模做账申报一年（不开户票赠商标或网站）,1
FaceUnity-美体功能,基于高精度人体关键点模型，对人物的身体进行精细化调整，从而达到一键瘦身塑形的作用。,长腿，细腰，瘦腿，塑性，瘦身,260000,1年,包年,包年,2
国际短信（泰国/菲律宾/土耳其/墨西哥/尼日利亚）,企业可以通过该接口向泰国、菲律宾、土耳其、墨西哥、尼日利亚客户发送短信（包括手机验证短信、会员营销短信等）以实现业务。我们支持200+以上的国家和地区，如果您在云市场上找不到需要的国家和地区，请联系我们：info@geekforbest.com。,生活服务，电子商务，国际短信，短信验证,0.1,1年,10.00元/100次,0.1,0
环境配置,服务器环境配置，网站环境配置，PHP运行环境，Java运行环境，ASP.NET运行环境配置，系统安全加固。,环境配置，安装与设置，系统配置，标准化环境配置，JAVA环境配置,300,1次,java环境,java环境,1
IP域名信息查询-API,域名查询可以显示域名所属的相关信息，包括对应IP信息，注册单位，备案号，Whois信息，服务器信息等。,,0.00798,1年,"399.00元/50,000次",0.00798,0
零代码小程序开发,基于小程序/H5零代码开发平台，支持用户自定义个性化应用,,500,1年,发布成小程序（推广期）,发布成小程序（推广期）,2
eks-pod-img-public-v2.10.13-9,eks pod 子机镜像，eklet-agent版本：public-v2.10.13-9,,0,-1,-1,-1,
  高防御服务器—DDoS攻击防御CC防御,"高防服务器是针对游戏、金融、网站等用户遭大流量DDos攻击提供网络安全解决方案，高达400G的防护能力和提供单线、双线、多线等线路选择，让您的业务不再畏惧DDos攻击的挑战，同时拥有极速的访问体验。
",,3999,1次,高级版,高级版,1
最热外卖返佣推广系统CPS返利电商返佣系统搭建,外卖，电商，抖音cps返佣，自用省钱，推广赚钱,,52.14285714,7天,24小时电话微信15711549017,24小时电话微信15711549017,2
公司网站建设制作模板外贸建站仿站设计定制开发搭建一条龙可开票,定制化企业官网，外贸网站,,52.14285714,7天,双语外贸网站（中+其他）,双语外贸网站（中+其他）,2
基础版 商城多商家版  分消商城版小程序,"适用有实体商品销售需求的企业
场景：完整的在线购物流程，调用小程序直播，可在小程序里开直播",,0,1次,商城分销（模板）,商城分销（模板）,1
M10 plus-A 双目人脸识别模组,M10 PLUS-B是一套为智能门锁行业定制开发的人脸识别模组方案，兼容市面绝大多数锁板方案，旨在为智能门锁行业进行 AI赋能，推进行业升级，打造更加安全与可靠的智能门锁产品。,,60,1年,M10 PLUS-B,M10 PLUS-B,2
AI金融图像识别引擎,AI金融图像识别引擎提供了一套完整的商业化图像风险评估方案。我们除了提供传统的OCR识别以外，输出特有的欺诈指标，不合规风险指标，为您的产品保驾护航！,,3,1次,3元/次,3元/次,1
物流系统 TMS WMS OMS,从运单受理、执行、监控、结算等运输全流程协同管理，提高系统安全性的同时，节省人力财力物力。涵盖入库管理系统、库存管理系统、出库管理系统，为物流仓储行业提供高效、便捷的仓储管理体验。多系统协调订单统筹、全局库存、订单分配、物流结算自动化一站式服务，满足物流用户全程需求。,网站定制，网站建设，第三方物流管理系统，物流系统，物流后台小程序,38000,1年,3年,3年,2
智慧园区 智慧园区解决方案 智慧城市,通过智慧化建设提升园区招商引资和吸引人才入驻的竞争力；提升服务能力与服务水平；利用物联网、人工智能 、大数据、云计算等先进技术，赋能园区安全、管理、经营和服务全部环节，打造设备智能化、管理数据化、应急主动化、服务精准化的新型园区服务。,,9999,1次,咨询,咨询,1
eks-pod-img-tkex-v2.9.9-2.1,eks pod子机镜像，eklet agent 版本：tkex-v2.9.9-2.1,img，eks，pod,0,-1,-1,-1,
天威诚信车联网PKI系统,"	
智能网联汽车的安全性已经成为亟待解决的重要问题，天威诚信以密码技术为核心，分析和解决了智能网联汽车的TSP、T-BOX、APP、OTA等各节点的通信安全、身份认证和数据安全等问题",,1,1次,天威诚信车联网PKI系统数字证书  9999-99999张,天威诚信车联网PKI系统数字证书  9999-99999张,1
「抖微宝」本地生活数字营销,"通过抖音、微信、支付宝获得本地生活行业到店流量，从而发现生意新增长,完成数字化转型升级。",,0,1年,本地同城全域运营,本地同城全域运营,2
【聚美智数】核酸证明识别-核酸OCR识别-核酸文字识别-核酸图片识别-全国核酸OCR,【核酸OCR识别-核酸图片识别】上传各省市电子核酸证明图片或拍摄的核酸图片，智能识别图片中的姓名、检测时间、检测结果等关键信息内容结果返回。暂不支持纸质核酸证明识别。精准识别，准确率高，稳定可靠，兼容各类图片格式。—— 我们只做精品！,,0.066667,1年,2.00元/30次,0.066667,0
logo设计,让偏僻更容易被识别，让客户更懂你。,,1200,1次,logo设计（单图形）,logo设计（单图形）,1
ICP EDI许可 互联网信息服务业务 证书办理—安徽|福建|厦门|河南|重庆|贵州|山东|湖南,中华人民共和国电信与信息服务业务经营许可证（简称：ICP许可证）是指一般性经营性网站的主办者向当地区县申请的证书证明，即《中华人民共和国电信与信息服务业务经营许可证》。 包下证办理,,5500,1次,安徽ICP和EDI许可证-双证,安徽ICP和EDI许可证-双证,1
霸屏传媒系统源码,霸屏传媒系统源码,,3000,1次,源码,源码,1
村村通多城镇社区论坛流量主小程序开发,"村村通多城镇社区论坛流量主小程序开发
",,1299,1次,村村通多城镇社区论坛流量主小程序开发,村村通多城镇社区论坛流量主小程序开发,1
共享自助洗车无人值守识别进出收费系统会员管理小程序,共享自助洗车系统是一款无人值守、智能管理的物联网小程序。功能强大，可实现预约上门洗车、门店会员充值、次卡月卡多重选择、自动识别、扫码支付、无人值守、语音播报、提前充值、余额支付、在线支付等功能,,6248,1次,一次,一次,1
UiBot RPA实施开发,可提供场景调研分析，流程设计及开发、终端用户培训、维护与迭代一系列自动化开发方案，让终端用户降低人力成本并提高效率。,,365000,1天,RPA 开发服务,RPA 开发服务,2
 Edge-100-5G,"支持国家强制性产品认证试验报告（CCC）无线电发射设备型号核准证（SRRC）进网许可证（CTA）
支持WAN 侧支持宽带与 5G 网络接入LAN 侧支持有线与 Wi-Fi 接入
支持智慧零售、连锁酒店、办公职场等多节点小带宽内网互通场景",,3200,1年,SD-WAN Edge-100-5G,SD-WAN Edge-100-5G,2
北京地区等保测评、等保咨询、等保合规全套解决方案（等保二级、等保三级）,为企业提供从等保咨询、备案、测评、建设、采购及加固全流程服务，企业从无从下手到只需对接前云海会，即可轻松搞定等保2.0建设。我们在全国有许多成功案例，对接多家优质安全厂商，积累相当多的等保建设方案经验，致力于为客户提供高质量的服务以及更实惠的价格。,,6000,1次,架构实施,架构实施,1
eks-pod-img-windows-2.10.1,eks pod子机镜像，eklet-agent版本：eks-windows-2.10.1,img，eks，pod,0,-1,-1,-1,
系统安全优化  木马病毒清除 清理木马  病毒木马查杀,病毒清除，DDOS攻击，清除木马，比特币挖矿病毒，系统加固，网站论坛漏洞修复，webshell攻击，discuz漏洞修复，wordpress漏洞修复，病毒清理，清理木马，木马清，病毒木马查杀,,800,1次,病毒木马,病毒木马,1
聊天加密 内容加密 信息加密 短信加密 语音加密 视频加密 音视频通讯加密,数据防泄密系统的设计就是从源头保护数据安全，防止企业计算机信息被破坏、丢失、 泄密。通过对电子文档的实时动态保护、操作全过程的跟踪和操作行为的统一审计功能，实现了电子 文档全生命周期的安全管理；对各种可能造成泄密的途径进行控制，达到保护企业信息安全的目的。,,99,1次,咨询,咨询,1
106码号,跨省或全国范围内非经营性短消息类服务。,,0.01,1次,全网,全网,1
PHP多版本环境-安全加固（Windows server 2019）,"（1）操作系统：Windows Server 2019 数据中心版 64位中文版
（2）软件版本：宝塔面板7.8.0、PHP 5.6.40、PHP 7.0.33、PHP 7.2.34、PHP 7.4.33、nginx/1.22.1、MySQL 5.7.38 ",,2,-1,-1,-1,
小程序开发 | 小程序定制 | 模板小程序搭建 | 企业小程序制作,企业小程序开发|模板小程序搭建|商城小程序定制服务,,980,1次,小程序开发,小程序开发,1
酒吧清吧音乐餐吧咖啡厅打赏表白霸屏大屏互动上墙系统开发,"酒吧、清吧、音乐餐吧等经营,所遇到的四大问题?
收入持续走低
店内太冷清?
客人没兴致?
玩法太单一?
克服行业痛点从根本上实现店内人气的收益暴涨",,20000,1次,公众号服务号,公众号服务号,1
天睿堡垒机系统,天睿堡垒机系统全新打造浏览器管理模式，不需要安装第三方插件例如xshell、SecureCRT、远程桌面等，通过浏览器就可以对Linux/Unix服务器、Windows服务器、网络设备、云主机等进行授权访问及管理。,VPN，堡垒机，下一代防火墙，审计，安全代理,7300,7天,1月（不限资产）,1月（不限资产）,2
目睹电商直播解决方案,目睹电商直播，助力品牌厂商、企业自建电商平台和商城搭建服务商快速拥有直播获客和转化能力，搭建私域流量，实现用户运营转化。可与第三方商城灵活对接，数据互动。,产品发布，主播带货，多人协作，获客转化，私域运营,12000,1个月,电商直播,电商直播,2
社区团购电商小程序—无忧趣卖,社区团购电商商城系统：购买正式版，支持免费进行微信认证，节省300元/年。 核心功能：微信手机客服、单商户销售、商家pc管理后台、DIY首页装修设计、拼团、秒杀、砍价等等丰富的营销插件的商场小程序，无需代码 一键生成 瞬间拥有！,电商，超市，零售，多商户，小程序商城,480,1年,专业版,专业版,2
腾讯云安全加固镜像-Centos7 ,腾讯云安全加固镜像是基于腾讯云原生操作系统，根据三级等保要求并结合DISA（美国国防信息系统局）的STIG（安全技术实施指南）进行定制和安全加固的系统镜像。,合规，Linux安全，Centos安全，加固,0,-1,-1,-1,
AI人脸颜值年龄表情侣指数明星变脸大头贴变装人像滤镜夫妻相生成流量主小程序开发,"颜值认证，年龄测试，表情测试，魔幻变脸，大头贴，疯狂变妆，人像滤镜，夫妻相

首页更多自定义，首页UI升级，新增个人中心，使用次数限制，分享新增次数，公众号进入新增次数

新增首页显示插屏广告",,10000,1次,微信小程序,微信小程序,1
Moka智能化招聘管理系统,Moka（北京希瑞亚斯科技有限公司）是一家致力于为企业全员带来更好体验的HR SaaS服务商，为中大型企业提供从招聘到入职、组织人事、假勤、薪酬、绩效等人力资源全模块管理及数据分析，通过一流技术和服务，关注企业中每一位员工的成长，赋能企业人才战略。,人力资源，企业招聘，saas，招聘管理系统，ATS,65000,1年,4HR,4HR,2
米多客网站客服系统,米多客快速搭建客户沟通桥梁，通过在线聊天、即时提醒、数据分析，内置CRM系统、智能机器人等功能，帮助企业提升客户访问体验，促进成单转化。,客服软件，网站客服系统,0,1年,0元试用,0元试用,2
"智慧物业管理系统,物业公司线上缴费报修,智能门禁停车管理系统","物业公司小区线上管理系统,几十种功能：房产管理 物业管家 住户管理 车位管理 费用管理 安防管理 家政管理 周边商家 社区论坛 动态管理 统计分析 平台运营.",智慧物业管理系统，物业微信平台制作，物业公司微信小程序，微信物业管理系统,3600,1年,高级版,高级版,2
旅游电商网站管理系,适用于：旅行社及旅游相关机构搭建官方自有专业旅游网站，可搭建类携程、飞猪等旅游线路销售预定平台，包括PC+手机H5+公众号，另可加购小程序，APP,旅游网站管理系统，旅游网站程序，旅游网站源码，旅游网站制作，旅游网站开发,1680,1年,旅游系统平台版,旅游系统平台版,2
看视频广告免费0元夺宝抽奖流量主小程序开发,"赚钱模式：
1、页面中的视频广告，激励视频广告等均来自于微信官方流量主广告系统，根据曝光量会有一定的广告收入。
2、增加广告位设置，玩家量上来就可以承接广告，赚取广告费。
3、新增金豆 看视频可获得金豆
4、新增3级分销  下级看视频 上级可获得相应金豆
5、新增后台评论 可自定",,20000,1次,小程序,小程序,1
【银行卡实名验证】银行卡二三四要素验证V3版-银行卡234要素验证,验证银行卡二要素（姓名+银行卡号）、三要素（姓名+银行卡号+身份证号）、四要素(姓名+银行卡号+身份证号码+预留手机号码)的一致性。,银行卡认证,0.4,1年,40.00元/100次,0.4,0
全国互联数据中心IDC/互联网接入服务ISP/国内多方通信/虚拟专用网络VPN," IDC经营许可证是开展数据中心业务的资质许可
 ISP经营许可证是开展互联网接入服务业务的资质许可
VPN互联网虚拟专用网主要采用IP隧道等基于TCP/IP的技术组建，并提供一定的安全性和保密性，专网内可实现加密的透明分组传送
",ICP许可，营业执照,0,1次,互联网接入服务ISP,互联网接入服务ISP,1
千百兀早餐店小程序外卖扫码点餐支持收银系统可对接第三方配送,"千百兀早餐店小程序，支持收银系统，一对一服务，协助小程序上架，商家独立管理后台，支持餐饮小程序公众号双版本，可对接第三方同城配送系统，如蜂鸟配送，达达配送，顺丰配送等。
",外卖，餐饮，扫码买单，预约，打印小票,3800,1年,连锁全功能,连锁全功能,2
数据迁移 系统安装 环境配置（数据迁移+ECS环境部署+SQLserver安装),数据迁移包括系统数据即windows、linux数据迁移。数据库迁移包括my sql、oracle数据迁移等。站点迁移包括静态页面访问、动态页面访问测试等。本服务将通过远程方式协助用户将网站数据、应用程序迁移至腾讯云服务器，并进行网站基础环境配置，让用户网站的的整体上云过程更简单,数据迁移，数据库迁移，站点迁移，ECS，SQL,600,1次,数据量10G-20G,数据量10G-20G,1
5*8应用保障代维 远程运维服务 持续系统监控 安全防护 保障业务稳定运行,本服务将帮助用户对云上业务进行5*8小时的监控、故障响应、系统优化和应用升级。,数据备份，木马检测，系统优化，安全防护，网站运行环境配置,9600,1个月,1年,1年,2
IXE 4G/5G 备份带外管理CPE,"实现三网4G流量+ETH OOB功能与SDWAN\IPSEC组网的完美结合
产品优势：提升运维效率、降低运维成本、降低网络带宽成本
",SD-WAN，云专线，加速服务,1500,1个月,基础月套餐（合约版）,基础月套餐（合约版）,2
V3早晚安打卡公众号互动积分商城系统开发,"V3早晚安打卡公众号互动积分商城系统开发
",,15000,1次,V3早晚安打卡公众号互动积分商城系统开发,V3早晚安打卡公众号互动积分商城系统开发,1
正今视频号直播间：小程序显示视频号直播间 无缝对接快速跳转,在商城首页，商品详情页显示视频号直播间浮动窗口，点击可跳转至视频号直播间。,电商，零售，O2O，小程序商城，商城,155385.7143,7天,小程序版本,小程序版本,2
【AbeeShop新零售电商解决方案】代客下单/线下补单/优惠券/合伙人,多端合一，简单便捷，合伙分销、多维营销工具 助力新零售电商扩大私域流量持续增长,垂直行业应用，小程序，智慧,36500,1天,自助对接版,自助对接版,2
盲盒一番赏前景怎么样好运营吗怎么赚钱哪里开发专业,盒抽奖玩法醉早来自于日本，中国也有类似的抽奖玩法，比如抽抽乐和转盘抽奖。近两年来国内盲盒小程序兴起，线上抽盲盒玩法十分火爆，就像是一个在线抽娃娃机，受到年轻群体的热烈追捧。一番赏模式和盲盒模式还不一样，一番赏抽奖活动是100%中奖的，只有你参与抽奖就有奖品，能不能得到大奖就看自己,,56000,1年,一番赏小程序,一番赏小程序,2
MongoDB数据库恢复，勒索病毒加密删库清空格式化误删除报错崩溃数据修复,MongoDB被勒索病毒删库、删表、加密，或误drop库、drop表、delete 数据均可恢复，支持Linux / Windows平台，MongoDB 2.x 3.x 4.x 5.x，集群、单机，MMAPv1 / WiredTiger 引擎环境，无oplog无备份均可恢复,数据库恢复，MongoDB，勒索病毒，库文件损坏，删除,8000,1次,MongoDB数据库恢复,MongoDB数据库恢复,1
社交新零售智慧商城分销直播微商城营销公众号小程序系统,社交新零售智慧商城分销直播微商城营销公众号小程序,多门店，多商户，云开发，商城,104233.5714,7天,特惠版,特惠版,2
企鲸客企业微信scrm销售管理私域流量运营系统,"企鲸客基于企业微信为企业客户提供地图获客，AI外呼，智能电话电话机器人，智能crm客户管理等功能，实现销售流程中的搜客、筛客、管客的全流程销售管理赋能。帮助企业客户持续增长。
",CRM,0,15天,企鲸客标准版,企鲸客标准版,2
eks-pod-img-v2.7.20-3-public,eks pod 子机镜像，版本：v2.7.20-3-public,img，eks，pod,0,-1,-1,-1,
H5+小程序开发,功能：直播、手机端管理后台、可视化DIY、秒杀、拼团、砍价、抽奖、裂变红包、三级分销、商品预售、超级会员卡、优惠券、积分商城等30余款营销功能等等,,1,1年,如有定制开发，请联系客服,如有定制开发，请联系客服,2
离婚证识别-搜象OCR文字识别,对离婚证进行字段结构化识别；支持图片和PDF指定页识别，二者传参支持URL格式或BASE64字符串格式；支持图像自动分类，支持图像平面任意角度的旋转/倾斜。,证件识别，文字识别，OCR,0.06,1年,"60.00元/1,000次",0.06,0
专精特新中小企业认定-专精特新咨询-专精特新企业培育,"指具有“专业化、精细化、特色化、新颖化”特征的中小工业企业。
目前从国家到各省市已陆续出台较为完善的体系化培育路径，并且搭配了涉及金融、资金、政策、税收等等方面的多向重点支持举措措施。",专精特新，专精特新中小企业，专精特新测评，专精特新申报，专精特新评定,20,1次,宁波市,宁波市,1
游戏版号| 网络游戏备案|网络文化经营许可,游戏版号是国家新闻出版署批准相关游戏出版运营的批文号的简称，由地方当地具有出版资质的出版单位报送，最终由国家新闻出版署，是游戏发行运营上线的必备资质。,资质认证,22000,1次,游戏版号,游戏版号,1
云帆在线学习考试系统软件,我们致力于为企业提供稳定可靠的考试系统,,15800,1次,基础版,基础版,1
车联网网络安全防护定级备案,车联网网络安全防护定级是面向车联网业务提供承载的车联网专用或共用网络设施和车联网业务服务相关的信息系统/平台，从网络安全专业角度帮助智能网联汽车生产企业、车联网服务平台运营企业开展网络安全防护定级备案、符合性测评、安全风险评估等工作，协助企业依法依规开展业务。,风险评估，安全评估，定级备案，符合性测评，通信管理局,20000,1年,车联网网络安全防护定级备案（三级）,车联网网络安全防护定级备案（三级）,2
会员制社交新零售直播分销商城小程序—创业版,微信小程序、股东分红、 团队分红、 区域代理、 商品预售、 社交送礼 、可视化DIY装修、 特价拼团、 积分商城 、助力砍价 、整点秒杀 、步数宝、 会员卡 、当面付 、手机端管理、 幸运抽奖、 九宫格抽奖 、刮刮卡 、好友瓜分券、多商户、好物圈、N元任选、套餐组合2,电商，直播，会员，商城，分销,3800,1年,创业版A,创业版A,2
Linux安全代维护服务,全托式服务，7×24小时对云服务器进行监控，及时处理发生的服务器故障，对服务器进行性能调优，并提供月报/季报/年报等服务。,代维护,100,1次,单次故障处理,单次故障处理,1
【B2C品牌自营商城-安卓APP定制】B2C自营品牌商城 多行业定制,构建品牌商，零售商自己的多渠道，多场景的线上零售商城,电商系统,14,1年,标准版,标准版,2
中云微迅-微批发小程序,针对批发行业的一款小程序，为批发供货商提供客户在线批发报单工具，快速建立自己的在线销售渠道，帮助客户及时获取市场新品动态，批发事务数据化，为批发行业效率提速.,微网站,328.5,10天,基础版,基础版,2
SSL证书基础版,提升搜索排名，提高站点可信度和品牌形象。,网络应用,380,1年,标准版,标准版,2
极客小程序医疗卫生微信小程序,为医疗卫生行业提供微信小程序解决方案,咨询,2980,1年,高级版-买2年送1年,高级版-买2年送1年,2
极客小程序宠物行业微信小程序,为宠物行业提供微信小程序解决方案,O2O,2980,1年,高级版-买2年送1年,高级版-买2年送1年,2
极客小程序汽车配件电商零售小程序,为汽车配件行业提供电商零售小程序解决方案,电商，零售，多门店,2980,1年,高级版-买2年送1年,高级版-买2年送1年,2
行驶证识别-极速数据,识别行驶证，返回车牌、车辆类型、车型、所有人、车架号、发动机号等信息,图片识别,0.11,1年,"110.00元/1,000次",0.11,0
垃圾回收系统开发，废品回收平台搭建，智能垃圾分类管理网站建设，功能定制【垃圾回收系统】,垃圾回收系统开发，废品回收平台搭建，智能垃圾分类管理网站建设，功能定制，追求极致的用户体验，助力垃圾分类回收处理产业打造信息化管理平台。,行业软件,16400,1年,标准版,标准版,2
订货系统开发，代理商分销订货网站建设，门店订货管理平台搭建，微信移动批发订货系统定制,订货系统、分销订货系统、批发订货系统、微信订货系统、移动订货系统、订货管理系统、订货平台、门店订货系统、代理订货系统、代理系统、代理商系统，打通企业上下游渠道，开拓互联网订货新时代,行业软件,16400,1年,标准版,标准版,2
爱满庭智慧家政 专业保姆月嫂育儿嫂预约流程管理 服务分销系统 ,专业为保姆、月嫂、育儿嫂、护工等家政服务企业设计，最贴合家政服务的预约和长订单流程管理，专业的阿姨信息管理系统，服务分销系统，做家政用小程序不低端！,家政，物业，服务，上门，生活,7500,1年,智慧家政,智慧家政,2
微信小程序HTTPS配置SSL加密CA证书 HTTPS配置 证书配置 HTTPS证书过期处理,"专业工程师一对一服务：专业提供SSL支撑，网站 HTTPS 证书安装配置、故障排查。
主要基于腾讯云服务器SSL证书的解决方案，提供证书安装配置、证书故障排查等服务。 其他平台SSL证书提供域名验证辅助、证书安装部署服务、https 异常排查。",证书安装，SSL证书CA证书HTTPS配置证书配置HTTPS证书过期处理，微信小程序HTTPS配置SSL加密CA证书,200,1次,SSL配置故障排查,SSL配置故障排查,1
乐讯通-阿富汗国际短信,国际短信,,4000,1次,1万（语音6s）,1万（语音6s）,1
生鲜连锁微信公众号定制,微信10亿+流量共享，多渠道拓展流量，多入口直达微信商城，多种营销工具，帮你拓客锁客，大数据系统诊断店铺情况，提供经营方向，减少试错成本。,电商系统,1440,1个月,标准版,标准版,2
SSL 证书安装部署,"
SSL证书是数字证书的一种，类似于驾驶证、护照和营业执照的电子副本。因为配置在服务器上，也称为SSL服务器证书。
SSL 证书就是遵守 SSL协议，由受信任的数字证书颁发机构CA，在验证服务器身份后颁发，具有服务器身份验证和数据传输加密功能。",SSL证书,200,1次,一次,一次,1
车牌号OCR识别,识别车牌照片信息，包括车牌颜色，车牌号；,车型识别,0.15,1年,15.00元/100次,0.15,0
